Country/Region,Date,Cases
Bolivia,2021-08-03,475265
Bosnia and Herzegovina,2021-08-03,205825
Botswana,2021-08-03,115220
Brazil,2021-08-03,19993870
Brunei,2021-08-03,338
Bulgaria,2021-08-03,426003
Burkina Faso,2021-08-03,13591
Burma,2021-08-03,311067
Burundi,2021-08-03,7518
Cabo Verde,2021-08-03,33858
Cambodia,2021-08-03,79051
Cameroon,2021-08-03,82064
Canada,2021-08-03,235038
Canada,2021-08-03,150631
Canada,2021-08-03,0
Canada,2021-08-03,13
Canada,2021-08-03,57691
Canada,2021-08-03,2394
Canada,2021-08-03,1440
Canada,2021-08-03,129
Canada,2021-08-03,5893
Canada,2021-08-03,657
Canada,2021-08-03,554903
Canada,2021-08-03,208
Canada,2021-08-03,377973
Canada,2021-08-03,13
Canada,2021-08-03,50120
Canada,2021-08-03,610
Central African Republic,2021-08-03,7151
Chad,2021-08-03,4973
Chile,2021-08-03,1618457
China,2021-08-03,1008
China,2021-08-03,1096
China,2021-08-03,603
China,2021-08-03,748
China,2021-08-03,199
China,2021-08-03,2894
China,2021-08-03,277
China,2021-08-03,147
China,2021-08-03,189
China,2021-08-03,1317
China,2021-08-03,1612
China,2021-08-03,1352
China,2021-08-03,11994
China,2021-08-03,68210
China,2021-08-03,1111
China,2021-08-03,408
China,2021-08-03,1126
China,2021-08-03,937
China,2021-08-03,574
China,2021-08-03,438
China,2021-08-03,63
China,2021-08-03,77
China,2021-08-03,18
China,2021-08-03,661
China,2021-08-03,896
China,2021-08-03,2320
China,2021-08-03,254
China,2021-08-03,1158
China,2021-08-03,429
China,2021-08-03,1
China,2021-08-03,10414
China,2021-08-03,980
China,2021-08-03,851
China,2021-08-03,1398
Colombia,2021-08-03,4807979
Comoros,2021-08-03,4028
Congo (Brazzaville),2021-08-03,13216
Congo (Kinshasa),2021-08-03,50529
Costa Rica,2021-08-03,411123
Cote d'Ivoire,2021-08-03,50499
Croatia,2021-08-03,363973
Cuba,2021-08-03,413251
Cyprus,2021-08-03,104438
Czechia,2021-08-03,1673926
Denmark,2021-08-03,987
Denmark,2021-08-03,130
Denmark,2021-08-03,319295
Diamond Princess,2021-08-03,712
Djibouti,2021-08-03,11655
Dominica,2021-08-03,218
Dominican Republic,2021-08-03,342850
Ecuador,2021-08-03,489089
Egypt,2021-08-03,284415
El Salvador,2021-08-03,87498
Equatorial Guinea,2021-08-03,8911
Eritrea,2021-08-03,6564
Estonia,2021-08-03,133978
Eswatini,2021-08-03,27467
Ethiopia,2021-08-03,281300
Fiji,2021-08-03,32733
Finland,2021-08-03,109236
France,2021-08-03,30329
France,2021-08-03,20859
France,2021-08-03,21125
France,2021-08-03,22439
France,2021-08-03,19503
France,2021-08-03,134
France,2021-08-03,40245
France,2021-08-03,1335
France,2021-08-03,28
France,2021-08-03,2707
France,2021-08-03,454
France,2021-08-03,6084067
Gabon,2021-08-03,25405
Gambia,2021-08-03,8296
Georgia,2021-08-03,428670
Germany,2021-08-03,3773875
Ghana,2021-08-03,105512
Greece,2021-08-03,501030
Grenada,2021-08-03,164
Guatemala,2021-08-03,373047
Guinea,2021-08-03,25992
Guinea-Bissau,2021-08-03,4588
Guyana,2021-08-03,22643
Haiti,2021-08-03,20389
Holy See,2021-08-03,27
Honduras,2021-08-03,300572
Hungary,2021-08-03,809672
Iceland,2021-08-03,8233
India,2021-08-03,31769132
Indonesia,2021-08-03,3496700
Iran,2021-08-03,3979727
Iraq,2021-08-03,1660371
Ireland,2021-08-03,304310
Israel,2021-08-03,882798
Italy,2021-08-03,4363374
Jamaica,2021-08-03,53543
Japan,2021-08-03,957431
Jordan,2021-08-03,773657
Kazakhstan,2021-08-03,664724
Kenya,2021-08-03,205356
Kiribati,2021-08-03,2
"Korea, North",2021-08-03,0
"Korea, South",2021-08-03,203926
Kosovo,2021-08-03,108623
Kuwait,2021-08-03,400128
Kyrgyzstan,2021-08-03,165540
Laos,2021-08-03,7015
Latvia,2021-08-03,139037
Lebanon,2021-08-03,564354
Lesotho,2021-08-03,13603
Liberia,2021-08-03,5459
Libya,2021-08-03,258467
Liechtenstein,2021-08-03,3194
Lithuania,2021-08-03,284048
Luxembourg,2021-08-03,74042
MS Zaandam,2021-08-03,9
Madagascar,2021-08-03,42674
Malawi,2021-08-03,53503
Malaysia,2021-08-03,1163291
Maldives,2021-08-03,77758
Mali,2021-08-03,14595
Malta,2021-08-03,34508
Marshall Islands,2021-08-03,4
Mauritania,2021-08-03,26555
Mauritius,2021-08-03,4393
Mexico,2021-08-03,2880409
Micronesia,2021-08-03,1
Moldova,2021-08-03,259828
Monaco,2021-08-03,2926
Mongolia,2021-08-03,168673
Montenegro,2021-08-03,102403
Morocco,2021-08-03,642683
Mozambique,2021-08-03,126391
Namibia,2021-08-03,119797
Nauru,2021-08-03,0
Nepal,2021-08-03,702097
Netherlands,2021-08-03,11877
Netherlands,2021-08-03,1710
Netherlands,2021-08-03,13757
Netherlands,2021-08-03,2824
Netherlands,2021-08-03,1874856
New Zealand,2021-08-03,1
New Zealand,2021-08-03,0
New Zealand,2021-08-03,2879
Nicaragua,2021-08-03,7592
Niger,2021-08-03,5658
Nigeria,2021-08-03,175264
North Macedonia,2021-08-03,156543
Norway,2021-08-03,138740
Oman,2021-08-03,297431
Pakistan,2021-08-03,1047999
Palau,2021-08-03,0
Panama,2021-08-03,437744
Papua New Guinea,2021-08-03,17774
Paraguay,2021-08-03,453367
Peru,2021-08-03,2116652
Philippines,2021-08-03,1612541
Poland,2021-08-03,2883284
Portugal,2021-08-03,974203
Qatar,2021-08-03,226710
Romania,2021-08-03,1083711
Russia,2021-08-03,6251953
Rwanda,2021-08-03,72841
Saint Kitts and Nevis,2021-08-03,600
Saint Lucia,2021-08-03,5652
Saint Vincent and the Grenadines,2021-08-03,2297
Samoa,2021-08-03,3
San Marino,2021-08-03,5167
Sao Tome and Principe,2021-08-03,2457
Saudi Arabia,2021-08-03,526814
Senegal,2021-08-03,64024
Serbia,2021-08-03,723031
Seychelles,2021-08-03,18470
Sierra Leone,2021-08-03,6292
Singapore,2021-08-03,65315
Slovakia,2021-08-03,776608
Slovenia,2021-08-03,259486
Solomon Islands,2021-08-03,20
Somalia,2021-08-03,15594
South Africa,2021-08-03,2470746
South Sudan,2021-08-03,11076
Spain,2021-08-03,4523310
Sri Lanka,2021-08-03,316219
Sudan,2021-08-03,37138
Summer Olympics 2020,2021-08-03,281
Suriname,2021-08-03,25549
Sweden,2021-08-03,1101900
Switzerland,2021-08-03,720743
Syria,2021-08-03,26026
Taiwan*,2021-08-03,15721
Tajikistan,2021-08-03,15693
Tanzania,2021-08-03,1017
Thailand,2021-08-03,652185
Timor-Leste,2021-08-03,11100
Togo,2021-08-03,16053
Tonga,2021-08-03,0
Trinidad and Tobago,2021-08-03,39162
Tunisia,2021-08-03,596775
Turkey,2021-08-03,5795665
Tuvalu,2021-08-03,0
US,2021-08-03,35358371
Uganda,2021-08-03,94537
Ukraine,2021-08-03,2336603
United Arab Emirates,2021-08-03,685462
United Kingdom,2021-08-03,113
United Kingdom,2021-08-03,2589
United Kingdom,2021-08-03,2500
United Kingdom,2021-08-03,644
United Kingdom,2021-08-03,0
United Kingdom,2021-08-03,63
United Kingdom,2021-08-03,5031
United Kingdom,2021-08-03,966
United Kingdom,2021-08-03,5022
United Kingdom,2021-08-03,8427
United Kingdom,2021-08-03,21
United Kingdom,2021-08-03,0
United Kingdom,2021-08-03,4
United Kingdom,2021-08-03,2486
United Kingdom,2021-08-03,5923820
Uruguay,2021-08-03,381853
Uzbekistan,2021-08-03,131978
Vanuatu,2021-08-03,4
Venezuela,2021-08-03,308452
Vietnam,2021-08-03,174461
West Bank and Gaza,2021-08-03,317264
Winter Olympics 2022,2021-08-03,0
Yemen,2021-08-03,7086
Zambia,2021-08-03,197123
Zimbabwe,2021-08-03,112435
Afghanistan,2021-08-04,148933
Albania,2021-08-04,133310
Algeria,2021-08-04,176724
Andorra,2021-08-04,14797
Angola,2021-08-04,43158
Antarctica,2021-08-04,0
Antigua and Barbuda,2021-08-04,1311
Argentina,2021-08-04,4975616
Armenia,2021-08-04,230993
Australia,2021-08-04,124
Australia,2021-08-04,10063
Australia,2021-08-04,198
Australia,2021-08-04,1886
Australia,2021-08-04,866
Australia,2021-08-04,235
Australia,2021-08-04,20961
Australia,2021-08-04,1058
Austria,2021-08-04,655955
Azerbaijan,2021-08-04,346878
Bahamas,2021-08-04,15124
Bahrain,2021-08-04,269617
Bangladesh,2021-08-04,1309910
Barbados,2021-08-04,4433
Belarus,2021-08-04,449302
Belgium,2021-08-04,1132934
Belize,2021-08-04,14331
Benin,2021-08-04,8608
Bhutan,2021-08-04,2540
Bolivia,2021-08-04,476097
Bosnia and Herzegovina,2021-08-04,205949
Botswana,2021-08-04,115220
Brazil,2021-08-04,20034407
Brunei,2021-08-04,338
Bulgaria,2021-08-04,426432
Burkina Faso,2021-08-04,13599
Burma,2021-08-04,315118
Burundi,2021-08-04,7518
Cabo Verde,2021-08-04,33906
Cambodia,2021-08-04,79634
Cameroon,2021-08-04,82064
Canada,2021-08-04,235244
Canada,2021-08-04,150973
Canada,2021-08-04,0
Canada,2021-08-04,13
Canada,2021-08-04,57706
Canada,2021-08-04,2396
Canada,2021-08-04,1441
Canada,2021-08-04,129
Canada,2021-08-04,5895
Canada,2021-08-04,657
Canada,2021-08-04,555177
Canada,2021-08-04,208
Canada,2021-08-04,378157
Canada,2021-08-04,13
Canada,2021-08-04,50181
Canada,2021-08-04,616
Central African Republic,2021-08-04,7151
Chad,2021-08-04,4974
Chile,2021-08-04,1619183
China,2021-08-04,1008
China,2021-08-04,1099
China,2021-08-04,603
China,2021-08-04,751
China,2021-08-04,199
China,2021-08-04,2896
China,2021-08-04,277
China,2021-08-04,147
China,2021-08-04,189
China,2021-08-04,1317
China,2021-08-04,1612
China,2021-08-04,1355
China,2021-08-04,11996
China,2021-08-04,68211
China,2021-08-04,1120
China,2021-08-04,408
China,2021-08-04,1166
China,2021-08-04,937
China,2021-08-04,574
China,2021-08-04,438
China,2021-08-04,63
China,2021-08-04,77
China,2021-08-04,18
China,2021-08-04,661
China,2021-08-04,900
China,2021-08-04,2329
China,2021-08-04,254
China,2021-08-04,1158
China,2021-08-04,429
China,2021-08-04,1
China,2021-08-04,10421
China,2021-08-04,980
China,2021-08-04,862
China,2021-08-04,1398
Colombia,2021-08-04,4815063
Comoros,2021-08-04,4029
Congo (Brazzaville),2021-08-04,13216
Congo (Kinshasa),2021-08-04,50793
Costa Rica,2021-08-04,412918
Cote d'Ivoire,2021-08-04,50650
Croatia,2021-08-04,364244
Cuba,2021-08-04,422614
Cyprus,2021-08-04,105036
Czechia,2021-08-04,1674183
Denmark,2021-08-04,987
Denmark,2021-08-04,135
Denmark,2021-08-04,320222
Diamond Princess,2021-08-04,712
Djibouti,2021-08-04,11655
Dominica,2021-08-04,218
Dominican Republic,2021-08-04,343186
Ecuador,2021-08-04,489497
Egypt,2021-08-04,284472
El Salvador,2021-08-04,87498
Equatorial Guinea,2021-08-04,8928
Eritrea,2021-08-04,6568
Estonia,2021-08-04,134221
Eswatini,2021-08-04,28535
Ethiopia,2021-08-04,281811
Fiji,2021-08-04,33920
Finland,2021-08-04,110076
France,2021-08-04,30449
France,2021-08-04,21316
France,2021-08-04,21125
France,2021-08-04,23667
France,2021-08-04,19503
France,2021-08-04,134
France,2021-08-04,40245
France,2021-08-04,1335
France,2021-08-04,28
France,2021-08-04,2707
France,2021-08-04,454
France,2021-08-04,6111503
Gabon,2021-08-04,25440
Gambia,2021-08-04,8392
Georgia,2021-08-04,432903
Germany,2021-08-04,3777446
Ghana,2021-08-04,106053
Greece,2021-08-04,503885
Grenada,2021-08-04,164
Guatemala,2021-08-04,377446
Guinea,2021-08-04,26188
Guinea-Bissau,2021-08-04,4629
Guyana,2021-08-04,22643
Haiti,2021-08-04,20433
Holy See,2021-08-04,27
Honduras,2021-08-04,303387
Hungary,2021-08-04,809731
Iceland,2021-08-04,8353
India,2021-08-04,31812114
Indonesia,2021-08-04,3532567
Iran,2021-08-04,4019084
Iraq,2021-08-04,1673084
Ireland,2021-08-04,305527
Israel,2021-08-04,885766
Italy,2021-08-04,4369964
Jamaica,2021-08-04,53639
Japan,2021-08-04,971743
Jordan,2021-08-04,774554
Kazakhstan,2021-08-04,672895
Kenya,2021-08-04,206691
Kiribati,2021-08-04,2
"Korea, North",2021-08-04,0
"Korea, South",2021-08-04,205702
Kosovo,2021-08-04,108844
Kuwait,2021-08-04,400979
Kyrgyzstan,2021-08-04,166236
Laos,2021-08-04,7305
Latvia,2021-08-04,139134
Lebanon,2021-08-04,565896
Lesotho,2021-08-04,13603
Liberia,2021-08-04,5459
Libya,2021-08-04,260951
Liechtenstein,2021-08-04,3195
Lithuania,2021-08-04,284586
Luxembourg,2021-08-04,74144
MS Zaandam,2021-08-04,9
Madagascar,2021-08-04,42685
Malawi,2021-08-04,54178
Malaysia,2021-08-04,1183110
Maldives,2021-08-04,77895
Mali,2021-08-04,14605
Malta,2021-08-04,34590
Marshall Islands,2021-08-04,4
Mauritania,2021-08-04,26902
Mauritius,2021-08-04,4493
Mexico,2021-08-04,2901094
Micronesia,2021-08-04,1
Moldova,2021-08-04,260024
Monaco,2021-08-04,2940
Mongolia,2021-08-04,169851
Montenegro,2021-08-04,102660
Morocco,2021-08-04,653286
Mozambique,2021-08-04,127425
Namibia,2021-08-04,119984
Nauru,2021-08-04,0
Nepal,2021-08-04,705072
Netherlands,2021-08-04,12000
Netherlands,2021-08-04,1710
Netherlands,2021-08-04,13835
Netherlands,2021-08-04,2848
Netherlands,2021-08-04,1878214
New Zealand,2021-08-04,1
New Zealand,2021-08-04,0
New Zealand,2021-08-04,2880
Nicaragua,2021-08-04,7890
Niger,2021-08-04,5663
Nigeria,2021-08-04,176011
North Macedonia,2021-08-04,156707
Norway,2021-08-04,139218
Oman,2021-08-04,297724
Pakistan,2021-08-04,1053660
Palau,2021-08-04,0
Panama,2021-08-04,438781
Papua New Guinea,2021-08-04,17774
Paraguay,2021-08-04,453794
Peru,2021-08-04,2119068
Philippines,2021-08-04,1619824
Poland,2021-08-04,2883448
Portugal,2021-08-04,977406
Qatar,2021-08-04,226874
Romania,2021-08-04,1083982
Russia,2021-08-04,6274006
Rwanda,2021-08-04,73610
Saint Kitts and Nevis,2021-08-04,600
Saint Lucia,2021-08-04,5671
Saint Vincent and the Grenadines,2021-08-04,2298
Samoa,2021-08-04,3
San Marino,2021-08-04,5178
Sao Tome and Principe,2021-08-04,2463
Saudi Arabia,2021-08-04,526814
Senegal,2021-08-04,64522
Serbia,2021-08-04,723518
Seychelles,2021-08-04,18546
Sierra Leone,2021-08-04,6296
Singapore,2021-08-04,65410
Slovakia,2021-08-04,776716
Slovenia,2021-08-04,259625
Solomon Islands,2021-08-04,20
Somalia,2021-08-04,15658
South Africa,2021-08-04,2484009
South Sudan,2021-08-04,11081
Spain,2021-08-04,4545184
Sri Lanka,2021-08-04,318775
Sudan,2021-08-04,37138
Summer Olympics 2020,2021-08-04,299
Suriname,2021-08-04,25614
Sweden,2021-08-04,1102829
Switzerland,2021-08-04,721776
Syria,2021-08-04,26044
Taiwan*,2021-08-04,15742
Tajikistan,2021-08-04,15764
Tanzania,2021-08-04,1017
Thailand,2021-08-04,672385
Timor-Leste,2021-08-04,11145
Togo,2021-08-04,16232
Tonga,2021-08-04,0
Trinidad and Tobago,2021-08-04,39345
Tunisia,2021-08-04,602757
Turkey,2021-08-04,5822487
Tuvalu,2021-08-04,0
US,2021-08-04,35460776
Uganda,2021-08-04,94739
Ukraine,2021-08-04,2338123
United Arab Emirates,2021-08-04,686981
United Kingdom,2021-08-04,113
United Kingdom,2021-08-04,2589
United Kingdom,2021-08-04,2500
United Kingdom,2021-08-04,644
United Kingdom,2021-08-04,0
United Kingdom,2021-08-04,66
United Kingdom,2021-08-04,5056
United Kingdom,2021-08-04,969
United Kingdom,2021-08-04,5145
United Kingdom,2021-08-04,8481
United Kingdom,2021-08-04,21
United Kingdom,2021-08-04,0
United Kingdom,2021-08-04,4
United Kingdom,2021-08-04,2486
United Kingdom,2021-08-04,5952756
Uruguay,2021-08-04,381994
Uzbekistan,2021-08-04,132901
Vanuatu,2021-08-04,4
Venezuela,2021-08-04,309218
Vietnam,2021-08-04,181756
West Bank and Gaza,2021-08-04,317404
Winter Olympics 2022,2021-08-04,0
Yemen,2021-08-04,7096
Zambia,2021-08-04,197791
Zimbabwe,2021-08-04,113526
Afghanistan,2021-08-05,149361
Albania,2021-08-05,133442
Algeria,2021-08-05,178013
Andorra,2021-08-05,14809
Angola,2021-08-05,43269
Antarctica,2021-08-05,0
Antigua and Barbuda,2021-08-05,1320
Argentina,2021-08-05,4989402
Armenia,2021-08-05,231322
Australia,2021-08-05,124
Australia,2021-08-05,10354
Australia,2021-08-05,198
Australia,2021-08-05,1896
Australia,2021-08-05,866
Australia,2021-08-05,235
Australia,2021-08-05,20967
Australia,2021-08-05,1058
Austria,2021-08-05,656550
Azerbaijan,2021-08-05,348074
Bahamas,2021-08-05,15191
Bahrain,2021-08-05,269737
Bangladesh,2021-08-05,1322654
Barbados,2021-08-05,4443
Belarus,2021-08-05,450445
Belgium,2021-08-05,1134907
Belize,2021-08-05,14382
Benin,2021-08-05,8608
Bhutan,2021-08-05,2543
Bolivia,2021-08-05,476795
Bosnia and Herzegovina,2021-08-05,206031
Botswana,2021-08-05,122574
Brazil,2021-08-05,20073891
Brunei,2021-08-05,339
Bulgaria,2021-08-05,426932
Burkina Faso,2021-08-05,13599
Burma,2021-08-05,319250
Burundi,2021-08-05,7714
Cabo Verde,2021-08-05,33941
Cambodia,2021-08-05,80225
Cameroon,2021-08-05,82064
Canada,2021-08-05,235641
Canada,2021-08-05,151375
Canada,2021-08-05,0
Canada,2021-08-05,13
Canada,2021-08-05,57739
Canada,2021-08-05,2409
Canada,2021-08-05,1441
Canada,2021-08-05,129
Canada,2021-08-05,5899
Canada,2021-08-05,657
Canada,2021-08-05,555536
Canada,2021-08-05,208
Canada,2021-08-05,378462
Canada,2021-08-05,13
Canada,2021-08-05,50251
Canada,2021-08-05,623
Central African Republic,2021-08-05,7151
Chad,2021-08-05,4976
Chile,2021-08-05,1620389
China,2021-08-05,1008
China,2021-08-05,1099
China,2021-08-05,603
China,2021-08-05,751
China,2021-08-05,199
China,2021-08-05,2909
China,2021-08-05,277
China,2021-08-05,147
China,2021-08-05,190
China,2021-08-05,1317
China,2021-08-05,1612
China,2021-08-05,1356
China,2021-08-05,12002
China,2021-08-05,68217
China,2021-08-05,1129
China,2021-08-05,409
China,2021-08-05,1227
China,2021-08-05,937
China,2021-08-05,574
China,2021-08-05,438
China,2021-08-05,63
China,2021-08-05,77
China,2021-08-05,18
China,2021-08-05,663
China,2021-08-05,908
China,2021-08-05,2337
China,2021-08-05,254
China,2021-08-05,1160
China,2021-08-05,430
China,2021-08-05,1
China,2021-08-05,10474
China,2021-08-05,980
China,2021-08-05,873
China,2021-08-05,1398
Colombia,2021-08-05,4821603
Comoros,2021-08-05,4030
Congo (Brazzaville),2021-08-05,13216
Congo (Kinshasa),2021-08-05,51048
Costa Rica,2021-08-05,414745
Cote d'Ivoire,2021-08-05,50893
Croatia,2021-08-05,364491
Cuba,2021-08-05,431013
Cyprus,2021-08-05,105611
Czechia,2021-08-05,1674410
Denmark,2021-08-05,987
Denmark,2021-08-05,151
Denmark,2021-08-05,321154
Diamond Princess,2021-08-05,712
Djibouti,2021-08-05,11656
Dominica,2021-08-05,218
Dominican Republic,2021-08-05,343512
Ecuador,2021-08-05,490356
Egypt,2021-08-05,284523
El Salvador,2021-08-05,88371
Equatorial Guinea,2021-08-05,8928
Eritrea,2021-08-05,6573
Estonia,2021-08-05,134479
Eswatini,2021-08-05,29397
Ethiopia,2021-08-05,282498
Fiji,2021-08-05,34888
Finland,2021-08-05,110860
France,2021-08-05,30449
France,2021-08-05,21805
France,2021-08-05,21125
France,2021-08-05,23667
France,2021-08-05,19518
France,2021-08-05,134
France,2021-08-05,40245
France,2021-08-05,1335
France,2021-08-05,28
France,2021-08-05,2707
France,2021-08-05,454
France,2021-08-05,6137948
Gabon,2021-08-05,25440
Gambia,2021-08-05,8505
Georgia,2021-08-05,436573
Germany,2021-08-05,3780985
Ghana,2021-08-05,106434
Greece,2021-08-05,506672
Grenada,2021-08-05,164
Guatemala,2021-08-05,381514
Guinea,2021-08-05,26188
Guinea-Bissau,2021-08-05,4679
Guyana,2021-08-05,22789
Haiti,2021-08-05,20477
Holy See,2021-08-05,27
Honduras,2021-08-05,304181
Hungary,2021-08-05,809803
Iceland,2021-08-05,8508
India,2021-08-05,31856757
Indonesia,2021-08-05,3568331
Iran,2021-08-05,4057758
Iraq,2021-08-05,1684955
Ireland,2021-08-05,307019
Israel,2021-08-05,890201
Italy,2021-08-05,4377188
Jamaica,2021-08-05,53839
Japan,2021-08-05,987060
Jordan,2021-08-05,775251
Kazakhstan,2021-08-05,681077
Kenya,2021-08-05,208262
Kiribati,2021-08-05,2
"Korea, North",2021-08-05,0
"Korea, South",2021-08-05,207406
Kosovo,2021-08-05,109039
Kuwait,2021-08-05,401697
Kyrgyzstan,2021-08-05,167076
Laos,2021-08-05,7511
Latvia,2021-08-05,139204
Lebanon,2021-08-05,567044
Lesotho,2021-08-05,13603
Liberia,2021-08-05,5461
Libya,2021-08-05,262948
Liechtenstein,2021-08-05,3197
Lithuania,2021-08-05,285066
Luxembourg,2021-08-05,74212
MS Zaandam,2021-08-05,9
Madagascar,2021-08-05,42685
Malawi,2021-08-05,54715
Malaysia,2021-08-05,1203706
Maldives,2021-08-05,77999
Mali,2021-08-05,14615
Malta,2021-08-05,34668
Marshall Islands,2021-08-05,4
Mauritania,2021-08-05,27231
Mauritius,2021-08-05,4592
Mexico,2021-08-05,2922663
Micronesia,2021-08-05,1
Moldova,2021-08-05,260183
Monaco,2021-08-05,2961
Mongolia,2021-08-05,171097
Montenegro,2021-08-05,102879
Morocco,2021-08-05,665325
Mozambique,2021-08-05,129036
Namibia,2021-08-05,120221
Nauru,2021-08-05,0
Nepal,2021-08-05,708079
Netherlands,2021-08-05,12000
Netherlands,2021-08-05,1713
Netherlands,2021-08-05,13907
Netherlands,2021-08-05,2891
Netherlands,2021-08-05,1881121
New Zealand,2021-08-05,1
New Zealand,2021-08-05,0
New Zealand,2021-08-05,2880
Nicaragua,2021-08-05,7890
Niger,2021-08-05,5669
Nigeria,2021-08-05,176577
North Macedonia,2021-08-05,156926
Norway,2021-08-05,139778
Oman,2021-08-05,298020
Pakistan,2021-08-05,1058405
Palau,2021-08-05,0
Panama,2021-08-05,439599
Papua New Guinea,2021-08-05,17774
Paraguay,2021-08-05,454194
Peru,2021-08-05,2121061
Philippines,2021-08-05,1627816
Poland,2021-08-05,2883624
Portugal,2021-08-05,979987
Qatar,2021-08-05,227055
Romania,2021-08-05,1084226
Russia,2021-08-05,6296570
Rwanda,2021-08-05,74364
Saint Kitts and Nevis,2021-08-05,600
Saint Lucia,2021-08-05,5688
Saint Vincent and the Grenadines,2021-08-05,2298
Samoa,2021-08-05,3
San Marino,2021-08-05,5179
Sao Tome and Principe,2021-08-05,2465
Saudi Arabia,2021-08-05,526814
Senegal,2021-08-05,65333
Serbia,2021-08-05,724097
Seychelles,2021-08-05,18617
Sierra Leone,2021-08-05,6303
Singapore,2021-08-05,65508
Slovakia,2021-08-05,776781
Slovenia,2021-08-05,259764
Solomon Islands,2021-08-05,20
Somalia,2021-08-05,15735
South Africa,2021-08-05,2497655
South Sudan,2021-08-05,11090
Spain,2021-08-05,4566571
Sri Lanka,2021-08-05,321429
Sudan,2021-08-05,37138
Summer Olympics 2020,2021-08-05,327
Suriname,2021-08-05,25716
Sweden,2021-08-05,1103693
Switzerland,2021-08-05,722801
Syria,2021-08-05,26059
Taiwan*,2021-08-05,15753
Tajikistan,2021-08-05,15840
Tanzania,2021-08-05,1017
Thailand,2021-08-05,693305
Timor-Leste,2021-08-05,11225
Togo,2021-08-05,16232
Tonga,2021-08-05,0
Trinidad and Tobago,2021-08-05,39577
Tunisia,2021-08-05,602757
Turkey,2021-08-05,5846784
Tuvalu,2021-08-05,0
US,2021-08-05,35570380
Uganda,2021-08-05,94904
Ukraine,2021-08-05,2339731
United Arab Emirates,2021-08-05,688489
United Kingdom,2021-08-05,113
United Kingdom,2021-08-05,2589
United Kingdom,2021-08-05,2500
United Kingdom,2021-08-05,644
United Kingdom,2021-08-05,0
United Kingdom,2021-08-05,66
United Kingdom,2021-08-05,5089
United Kingdom,2021-08-05,977
United Kingdom,2021-08-05,5235
United Kingdom,2021-08-05,8542
United Kingdom,2021-08-05,21
United Kingdom,2021-08-05,0
United Kingdom,2021-08-05,4
United Kingdom,2021-08-05,2499
United Kingdom,2021-08-05,5982581
Uruguay,2021-08-05,382155
Uzbekistan,2021-08-05,133852
Vanuatu,2021-08-05,4
Venezuela,2021-08-05,309981
Vietnam,2021-08-05,189066
West Bank and Gaza,2021-08-05,317534
Winter Olympics 2022,2021-08-05,0
Yemen,2021-08-05,7104
Zambia,2021-08-05,198455
Zimbabwe,2021-08-05,114489
Afghanistan,2021-08-06,149810
Albania,2021-08-06,133591
Algeria,2021-08-06,179216
Andorra,2021-08-06,14836
Angola,2021-08-06,43487
Antarctica,2021-08-06,0
Antigua and Barbuda,2021-08-06,1328
Argentina,2021-08-06,5002951
Armenia,2021-08-06,231625
Australia,2021-08-06,124
Australia,2021-08-06,10662
Australia,2021-08-06,199
Australia,2021-08-06,1909
Australia,2021-08-06,866
Australia,2021-08-06,235
Australia,2021-08-06,20997
Australia,2021-08-06,1059
Austria,2021-08-06,657047
Azerbaijan,2021-08-06,349316
Bahamas,2021-08-06,15419
Bahrain,2021-08-06,269848
Bangladesh,2021-08-06,1335260
Barbados,2021-08-06,4455
Belarus,2021-08-06,451740
Belgium,2021-08-06,1136726
Belize,2021-08-06,14438
Benin,2021-08-06,8608
Bhutan,2021-08-06,2544
Bolivia,2021-08-06,476795
Bosnia and Herzegovina,2021-08-06,206106
Botswana,2021-08-06,122574
Brazil,2021-08-06,20116562
Brunei,2021-08-06,339
Bulgaria,2021-08-06,427481
Burkina Faso,2021-08-06,13607
Burma,2021-08-06,322838
Burundi,2021-08-06,8088
Cabo Verde,2021-08-06,33976
Cambodia,2021-08-06,80813
Cameroon,2021-08-06,82064
Canada,2021-08-06,236010
Canada,2021-08-06,151839
Canada,2021-08-06,0
Canada,2021-08-06,13
Canada,2021-08-06,57764
Canada,2021-08-06,2414
Canada,2021-08-06,1443
Canada,2021-08-06,130
Canada,2021-08-06,5900
Canada,2021-08-06,657
Canada,2021-08-06,555984
Canada,2021-08-06,212
Canada,2021-08-06,378680
Canada,2021-08-06,13
Canada,2021-08-06,50338
Canada,2021-08-06,624
Central African Republic,2021-08-06,7151
Chad,2021-08-06,4977
Chile,2021-08-06,1621571
China,2021-08-06,1008
China,2021-08-06,1099
China,2021-08-06,603
China,2021-08-06,751
China,2021-08-06,199
China,2021-08-06,2912
China,2021-08-06,277
China,2021-08-06,147
China,2021-08-06,190
China,2021-08-06,1317
China,2021-08-06,1612
China,2021-08-06,1360
China,2021-08-06,12004
China,2021-08-06,68226
China,2021-08-06,1138
China,2021-08-06,409
China,2021-08-06,1281
China,2021-08-06,937
China,2021-08-06,574
China,2021-08-06,438
China,2021-08-06,63
China,2021-08-06,77
China,2021-08-06,18
China,2021-08-06,663
China,2021-08-06,908
China,2021-08-06,2346
China,2021-08-06,254
China,2021-08-06,1162
China,2021-08-06,435
China,2021-08-06,1
China,2021-08-06,10526
China,2021-08-06,980
China,2021-08-06,884
China,2021-08-06,1399
Colombia,2021-08-06,4828583
Comoros,2021-08-06,4030
